,Admin2,Province_State,Lat,Long_
3145,MONTE BELO DO SUL,RIO GRANDE DO SUL,-29.1607,-51.6333
3146,MONTE CARLO,SANTA CATARINA,-27.2239,-50.9808
3147,MONTE CARMELO,MINAS GERAIS,-18.7302,-47.4912
3148,MONTE CASTELO,SANTA CATARINA,-26.461,-50.2327
3149,MONTE CASTELO,SAO PAULO,-21.2981,-51.5679
3150,MONTE DAS GAMELEIRAS,RIO GRANDE DO NORTE,-6.43698,-35.7831
3151,MONTE DO CARMO,TOCANTINS,-10.7611,-48.1114
3152,MONTE FORMOSO,MINAS GERAIS,-16.8691,-41.2473
3153,MONTE HOREBE,PARAIBA,-7.20402,-38.5838
3154,MONTE MOR,SAO PAULO,-22.945,-47.3122
3155,MONTE NEGRO,RONDONIA,-10.2458,-63.29
3156,MONTE SANTO,BAHIA,-10.4374,-39.3321
3157,MONTE SANTO DE MINAS,MINAS GERAIS,-21.1873,-46.9753
3158,MONTE SANTO DO TOCANTINS,TOCANTINS,-10.0075,-48.9941
3159,MONTE SIAO,MINAS GERAIS,-22.4335,-46.573
3160,MONTEIRO,PARAIBA,-7.88363,-37.1184
3161,MONTEIRO LOBATO,SAO PAULO,-22.9544,-45.8407
3162,MONTEIROPOLIS,ALAGOAS,-9.60357,-37.2505
3163,MONTENEGRO,RIO GRANDE DO SUL,-29.6824,-51.4679
3164,MONTES ALTOS,MARANHAO,-5.83067,-47.0673
3165,MONTES CLAROS,MINAS GERAIS,-16.7282,-43.8578
3166,MONTES CLAROS DE GOIAS,GOIAS,-16.0059,-51.3979
3167,MONTEZUMA,MINAS GERAIS,-15.1702,-42.4941
3168,MONTIVIDIU,GOIAS,-17.4439,-51.1728
3169,MONTIVIDIU DO NORTE,GOIAS,-13.3485,-48.6853
3170,MORADA NOVA,CEARA,-5.09736,-38.3702
3171,MORADA NOVA DE MINAS,MINAS GERAIS,-18.5998,-45.3584
3172,MORAUJO,CEARA,-3.46311,-40.6776
3173,MOREILANDIA,PERNAMBUCO,-7.6193100000000005,-39.546
3174,MOREIRA SALES,PARANA,-24.0509,-53.0102
3175,MORENO,PERNAMBUCO,-8.10871,-35.0835
3176,MORMACO,RIO GRANDE DO SUL,-28.6968,-52.6999
3177,MORPARA,BAHIA,-11.5569,-43.2766
3178,MORRETES,PARANA,-25.4744,-48.8345
3179,MORRINHOS,GOIAS,-17.7334,-49.1059
3180,MORRINHOS,CEARA,-3.23426,-40.1233
3181,MORRINHOS DO SUL,RIO GRANDE DO SUL,-29.3578,-49.9328
3182,MORRO AGUDO,SAO PAULO,-20.7288,-48.0581
3183,MORRO AGUDO DE GOIAS,GOIAS,-15.3184,-50.0553
3184,MORRO CABECA NO TEMPO,PIAUI,-9.718910000000001,-43.9072
3185,MORRO DA FUMACA,SANTA CATARINA,-28.6511,-49.2169
3186,MORRO DA GARCA,MINAS GERAIS,-18.5356,-44.601000000000006
3187,MORRO DO CHAPEU,BAHIA,-11.5488,-41.1565
3188,MORRO DO CHAPEU DO PIAUI,PIAUI,-3.73337,-42.3024
3189,MORRO DO PILAR,MINAS GERAIS,-19.2236,-43.3795
3190,MORRO GRANDE,SANTA CATARINA,-28.8006,-49.7214
3191,MORRO REDONDO,RIO GRANDE DO SUL,-31.5887,-52.6261
3192,MORRO REUTER,RIO GRANDE DO SUL,-29.5379,-51.0811
3193,MORROS,MARANHAO,-2.85379,-44.0357
3194,MORTUGABA,BAHIA,-15.0225,-42.3727
3195,MORUNGABA,SAO PAULO,-22.8811,-46.7896
3196,MOSSAMEDES,GOIAS,-16.124000000000002,-50.2136
3197,MOSSORO,RIO GRANDE DO NORTE,-5.18374,-37.3474
3198,MOSTARDAS,RIO GRANDE DO SUL,-31.1054,-50.9167
3199,MOTUCA,SAO PAULO,-21.5103,-48.1538
3200,MOZARLANDIA,GOIAS,-14.7457,-50.5713
3201,MUANA,PARA,-1.53936,-49.2224
3202,MUCAJAI,RORAIMA,2.43998,-60.9096
3203,MUCAMBO,CEARA,-3.90271,-40.7452
3204,MUCUGE,BAHIA,-13.0053,-41.3703
3205,MUCUM,RIO GRANDE DO SUL,-29.163,-51.8714
3206,MUCURI,BAHIA,-18.0754,-39.5565
3207,MUCURICI,ESPIRITO SANTO,-18.0965,-40.52
3208,MUITOS CAPOES,RIO GRANDE DO SUL,-28.3132,-51.1836
3209,MULITERNO,RIO GRANDE DO SUL,-28.3253,-51.7697
3210,MULUNGU,PARAIBA,-7.02525,-35.46
3211,MULUNGU,CEARA,-4.30294,-38.9951
3212,MULUNGU DO MORRO,BAHIA,-11.9648,-41.6374
3213,MUNDO NOVO,BAHIA,-11.8541,-40.4714
3214,MUNDO NOVO,MATO GROSSO DO SUL,-23.9355,-54.281000000000006
3215,MUNDO NOVO,GOIAS,-13.7729,-50.2814
3216,MUNHOZ,MINAS GERAIS,-22.6092,-46.361999999999995
3217,MUNHOZ DE MELO,PARANA,-23.1487,-51.7737
3218,MUNIZ FERREIRA,BAHIA,-13.0092,-39.1092
3219,MUNIZ FREIRE,ESPIRITO SANTO,-20.4652,-41.4156
3220,MUQUEM DE SAO FRANCISCO,BAHIA,-12.065,-43.5497
3221,MUQUI,ESPIRITO SANTO,-20.9509,-41.346000000000004
3222,MURIAE,MINAS GERAIS,-21.13,-42.3693
3223,MURIBECA,SERGIPE,-10.4271,-36.9588
3224,MURICI,ALAGOAS,-9.30682,-35.9428
3225,MURICI DOS PORTELAS,PIAUI,-3.319,-42.093999999999994
3226,MURICILANDIA,TOCANTINS,-7.1466899999999995,-48.6091
3227,MURITIBA,BAHIA,-12.6329,-38.9921
3228,MURUTINGA DO SUL,SAO PAULO,-20.9908,-51.2774
3229,MUTUIPE,BAHIA,-13.2284,-39.5044
3230,MUTUM,MINAS GERAIS,-19.8121,-41.4407
3231,MUTUNOPOLIS,GOIAS,-13.7303,-49.2745
3232,MUZAMBINHO,MINAS GERAIS,-21.3692,-46.5213
3233,NACIP RAYDAN,MINAS GERAIS,-18.4544,-42.2481
3234,NANTES,SAO PAULO,-22.6156,-51.24
3235,NANUQUE,MINAS GERAIS,-17.8481,-40.3533
3236,NAO-ME-TOQUE,RIO GRANDE DO SUL,-28.4548,-52.8182
3237,NAQUE,MINAS GERAIS,-19.2291,-42.3312
3238,NARANDIBA,SAO PAULO,-22.4057,-51.5274
3239,NATAL,RIO GRANDE DO NORTE,-5.79357,-35.1986
3240,NATALANDIA,MINAS GERAIS,-16.5021,-46.4874
3241,NATERCIA,MINAS GERAIS,-22.1158,-45.5123
3242,NATIVIDADE,TOCANTINS,-11.7034,-47.7223
3243,NATIVIDADE,RIO DE JANEIRO,-21.039,-41.9697
3244,NATIVIDADE DA SERRA,SAO PAULO,-23.3707,-45.4468
3245,NATUBA,PARAIBA,-7.63514,-35.5586
3246,NAVEGANTES,SANTA CATARINA,-26.8943,-48.6546
3247,NAVIRAI,MATO GROSSO DO SUL,-23.0618,-54.1995
3248,NAZARE,BAHIA,-13.0235,-39.0108
3249,NAZARE,TOCANTINS,-6.37496,-47.6643
3250,NAZARE DA MATA,PERNAMBUCO,-7.74149,-35.2193
3251,NAZARE DO PIAUI,PIAUI,-6.97023,-42.6773
3252,NAZARE PAULISTA,SAO PAULO,-23.1747,-46.3983
3253,NAZARENO,MINAS GERAIS,-21.2168,-44.6138
3254,NAZAREZINHO,PARAIBA,-6.9114,-38.321999999999996
3255,NAZARIA,PIAUI,-5.35128,-42.8153
3256,NAZARIO,GOIAS,-16.5808,-49.8817
3257,NEOPOLIS,SERGIPE,-10.3215,-36.585
3258,NEPOMUCENO,MINAS GERAIS,-21.2324,-45.235
3259,NEROPOLIS,GOIAS,-16.4047,-49.2227
3260,NEVES PAULISTA,SAO PAULO,-20.843000000000004,-49.6358
3261,NHAMUNDA,AMAZONAS,-2.2079299999999997,-56.7112
3262,NHANDEARA,SAO PAULO,-20.6945,-50.0436
3263,NICOLAU VERGUEIRO,RIO GRANDE DO SUL,-28.5298,-52.4676
3264,NILO PECANHA,BAHIA,-13.604000000000001,-39.1091
3265,NILOPOLIS,RIO DE JANEIRO,-22.8057,-43.4233
3266,NINA RODRIGUES,MARANHAO,-3.46788,-43.9134
3267,NINHEIRA,MINAS GERAIS,-15.3148,-41.7564
3268,NIOAQUE,MATO GROSSO DO SUL,-21.1419,-55.8296
3269,NIPOA,SAO PAULO,-20.9114,-49.7833
3270,NIQUELANDIA,GOIAS,-14.4662,-48.4599
3271,NISIA FLORESTA,RIO GRANDE DO NORTE,-6.0932900000000005,-35.1991
3272,NITEROI,RIO DE JANEIRO,-22.8832,-43.1034
3273,NOBRES,MATO GROSSO,-14.7192,-56.3284
3274,NONOAI,RIO GRANDE DO SUL,-27.3689,-52.7756
3275,NORDESTINA,BAHIA,-10.8192,-39.4297
3276,NORMANDIA,RORAIMA,3.8853,-59.6204
3277,NORTELANDIA,MATO GROSSO,-14.454,-56.7945
3278,NOSSA SENHORA APARECIDA,SERGIPE,-10.3944,-37.4517
3279,NOSSA SENHORA DA GLORIA,SERGIPE,-10.2158,-37.4211
3280,NOSSA SENHORA DAS DORES,SERGIPE,-10.4854,-37.1963
3281,NOSSA SENHORA DAS GRACAS,PARANA,-22.9129,-51.7978
3282,NOSSA SENHORA DE LOURDES,SERGIPE,-10.0772,-37.0615
3283,NOSSA SENHORA DE NAZARE,PIAUI,-4.63019,-42.173
3284,NOSSA SENHORA DO LIVRAMENTO,MATO GROSSO,-15.772,-56.3432
3285,NOSSA SENHORA DO SOCORRO,SERGIPE,-10.8468,-37.1231
3286,NOSSA SENHORA DOS REMEDIOS,PIAUI,-3.97574,-42.6184
3287,NOVA ALIANCA,SAO PAULO,-21.0156,-49.4986
3288,NOVA ALIANCA DO IVAI,PARANA,-23.1763,-52.6032
3289,NOVA ALVORADA,RIO GRANDE DO SUL,-28.6822,-52.1631
3290,NOVA ALVORADA DO SUL,MATO GROSSO DO SUL,-21.4657,-54.3825
3291,NOVA AMERICA,GOIAS,-15.0206,-49.8953
3292,NOVA AMERICA DA COLINA,PARANA,-23.3308,-50.7168
3293,NOVA ANDRADINA,MATO GROSSO DO SUL,-22.238000000000003,-53.3437
3294,NOVA ARACA,RIO GRANDE DO SUL,-28.6537,-51.7458
3295,NOVA AURORA,PARANA,-24.5289,-53.2575
3296,NOVA AURORA,GOIAS,-18.0597,-48.2552
3297,NOVA BANDEIRANTES,MATO GROSSO,-9.84977,-57.8139
3298,NOVA BASSANO,RIO GRANDE DO SUL,-28.7291,-51.7072
3299,NOVA BELEM,MINAS GERAIS,-18.4925,-41.1107
3300,NOVA BOA VISTA,RIO GRANDE DO SUL,-27.9926,-52.9784
3301,NOVA BRASILANDIA,MATO GROSSO,-14.9612,-54.9685
3302,NOVA BRASILANDIA D'OESTE,RONDONIA,-11.7247,-62.3127
3303,NOVA BRESCIA,RIO GRANDE DO SUL,-29.2182,-52.0319
3304,NOVA CAMPINA,SAO PAULO,-24.1224,-48.9022
3305,NOVA CANAA,BAHIA,-14.7912,-40.1458
3306,NOVA CANAA DO NORTE,MATO GROSSO,-10.558,-55.953
3307,NOVA CANAA PAULISTA,SAO PAULO,-20.3836,-50.9483
3308,NOVA CANDELARIA,RIO GRANDE DO SUL,-27.6137,-54.1074
3309,NOVA CANTU,PARANA,-24.6723,-52.5661
3310,NOVA CASTILHO,SAO PAULO,-20.7615,-50.3477
3311,NOVA COLINAS,MARANHAO,-7.12263,-46.2607
3312,NOVA CRIXAS,GOIAS,-14.0957,-50.33
3313,NOVA CRUZ,RIO GRANDE DO NORTE,-6.47511,-35.4286
3314,NOVA ERA,MINAS GERAIS,-19.7577,-43.0333
3315,NOVA ERECHIM,SANTA CATARINA,-26.8982,-52.9066
3316,NOVA ESPERANCA,PARANA,-23.182,-52.2031
3317,NOVA ESPERANCA DO PIRIA,PARA,-2.26693,-46.9731
3318,NOVA ESPERANCA DO SUDOESTE,PARANA,-25.9004,-53.2618
3319,NOVA ESPERANCA DO SUL,RIO GRANDE DO SUL,-29.4066,-54.8293
3320,NOVA EUROPA,SAO PAULO,-21.7765,-48.5705
3321,NOVA FATIMA,PARANA,-23.4324,-50.5665
3322,NOVA FATIMA,BAHIA,-11.6031,-39.6302
3323,NOVA FLORESTA,PARAIBA,-6.45056,-36.2057
3324,NOVA FRIBURGO,RIO DE JANEIRO,-22.2932,-42.5377
3325,NOVA GLORIA,GOIAS,-15.145,-49.5737
3326,NOVA GRANADA,SAO PAULO,-20.5321,-49.3123
3327,NOVA GUARITA,MATO GROSSO,-10.312000000000001,-55.4061
3328,NOVA GUATAPORANGA,SAO PAULO,-21.331999999999997,-51.6447
3329,NOVA HARTZ,RIO GRANDE DO SUL,-29.5808,-50.9051
3330,NOVA IBIA,BAHIA,-13.812000000000001,-39.6182
3331,NOVA IGUACU,RIO DE JANEIRO,-22.7556,-43.4603
3332,NOVA IGUACU DE GOIAS,GOIAS,-14.2868,-49.3872
3333,NOVA INDEPENDENCIA,SAO PAULO,-21.1026,-51.4905
3334,NOVA IORQUE,MARANHAO,-6.7304699999999995,-44.0471
3335,NOVA IPIXUNA,PARA,-4.91622,-49.0822
3336,NOVA ITABERABA,SANTA CATARINA,-26.9428,-52.8141
3337,NOVA ITARANA,BAHIA,-13.0241,-40.0653
3338,NOVA LACERDA,MATO GROSSO,-14.4727,-59.6001
3339,NOVA LARANJEIRAS,PARANA,-25.3054,-52.5447
3340,NOVA LIMA,MINAS GERAIS,-19.9758,-43.8509
3341,NOVA LONDRINA,PARANA,-22.7639,-52.9868
3342,NOVA LUZITANIA,SAO PAULO,-20.855999999999998,-50.2617
3343,NOVA MAMORE,RONDONIA,-10.4077,-65.3346
3344,NOVA MARILANDIA,MATO GROSSO,-14.3568,-56.9696
3345,NOVA MARINGA,MATO GROSSO,-13.0136,-57.0908
3346,NOVA MODICA,MINAS GERAIS,-18.4417,-41.4984
3347,NOVA MONTE VERDE,MATO GROSSO,-9.99998,-57.5261
3348,NOVA MUTUM,MATO GROSSO,-13.8374,-56.0743
3349,NOVA NAZARE,MATO GROSSO,-13.9486,-51.8002
3350,NOVA ODESSA,SAO PAULO,-22.7832,-47.2941
3351,NOVA OLIMPIA,PARANA,-23.4703,-53.0898
3352,NOVA OLIMPIA,MATO GROSSO,-14.7889,-57.2886
3353,NOVA OLINDA,TOCANTINS,-7.631710000000001,-48.4252
3354,NOVA OLINDA,CEARA,-7.08415,-39.6713
3355,NOVA OLINDA,PARAIBA,-7.47232,-38.0382
3356,NOVA OLINDA DO MARANHAO,MARANHAO,-2.84227,-45.6953
3357,NOVA OLINDA DO NORTE,AMAZONAS,-3.9003699999999997,-59.093999999999994
3358,NOVA PADUA,RIO GRANDE DO SUL,-29.0275,-51.3098
3359,NOVA PALMA,RIO GRANDE DO SUL,-29.471,-53.4689
3360,NOVA PALMEIRA,PARAIBA,-6.67122,-36.422
3361,NOVA PETROPOLIS,RIO GRANDE DO SUL,-29.3741,-51.1136
3362,NOVA PONTE,MINAS GERAIS,-19.1461,-47.6779
3363,NOVA PORTEIRINHA,MINAS GERAIS,-15.7993,-43.2941
3364,NOVA PRATA,RIO GRANDE DO SUL,-28.7799,-51.6113
3365,NOVA PRATA DO IGUACU,PARANA,-25.6309,-53.3469
3366,NOVA RAMADA,RIO GRANDE DO SUL,-28.0667,-53.6992
3367,NOVA REDENCAO,BAHIA,-12.815,-41.0748
3368,NOVA RESENDE,MINAS GERAIS,-21.1286,-46.4157
3369,NOVA ROMA,GOIAS,-13.7388,-46.8734
3370,NOVA ROMA DO SUL,RIO GRANDE DO SUL,-28.9882,-51.4095
3371,NOVA ROSALANDIA,TOCANTINS,-10.5651,-48.9125
3372,NOVA RUSSAS,CEARA,-4.70581,-40.5621
3373,NOVA SANTA BARBARA,PARANA,-23.5865,-50.7598
3374,NOVA SANTA HELENA,MATO GROSSO,-10.8651,-55.1872
3375,NOVA SANTA RITA,RIO GRANDE DO SUL,-29.8525,-51.2837
3376,NOVA SANTA RITA,PIAUI,-8.09707,-42.0471
3377,NOVA SANTA ROSA,PARANA,-24.4693,-53.9552
3378,NOVA SERRANA,MINAS GERAIS,-19.8713,-44.9847
3379,NOVA SOURE,BAHIA,-11.2329,-38.4871
3380,NOVA TEBAS,PARANA,-24.438000000000002,-51.9454
3381,NOVA TIMBOTEUA,PARA,-1.20874,-47.3921
3382,NOVA TRENTO,SANTA CATARINA,-27.278000000000002,-48.9298
3383,NOVA UBIRATA,MATO GROSSO,-12.9834,-55.2556
3384,NOVA UNIAO,MINAS GERAIS,-19.6876,-43.583
3385,NOVA UNIAO,RONDONIA,-10.9068,-62.5564
3386,NOVA VENECIA,ESPIRITO SANTO,-18.715,-40.4053
3387,NOVA VENEZA,SANTA CATARINA,-28.6338,-49.5055
3388,NOVA VENEZA,GOIAS,-16.3695,-49.3168
3389,NOVA VICOSA,BAHIA,-17.8926,-39.3743
3390,NOVA XAVANTINA,MATO GROSSO,-14.6771,-52.3502
3391,NOVAIS,SAO PAULO,-20.9893,-48.9141
3392,NOVO ACORDO,TOCANTINS,-9.97063,-47.6785
3393,NOVO AIRAO,AMAZONAS,-2.63637,-60.9434
3394,NOVO ALEGRE,TOCANTINS,-12.9217,-46.5713
3395,NOVO ARIPUANA,AMAZONAS,-5.12593,-60.3732
3396,NOVO BARREIRO,RIO GRANDE DO SUL,-27.9077,-53.1103
3397,NOVO BRASIL,GOIAS,-16.0313,-50.7113
3398,NOVO CABRAIS,RIO GRANDE DO SUL,-29.7338,-52.9489
3399,NOVO CRUZEIRO,MINAS GERAIS,-17.4654,-41.8826
3400,NOVO GAMA,GOIAS,-16.0592,-48.0417
3401,NOVO HAMBURGO,RIO GRANDE DO SUL,-29.6875,-51.1328
3402,NOVO HORIZONTE,SANTA CATARINA,-26.4442,-52.8281
3403,NOVO HORIZONTE,SAO PAULO,-21.4651,-49.2234
3404,NOVO HORIZONTE,BAHIA,-12.8083,-42.1682
3405,NOVO HORIZONTE DO NORTE,MATO GROSSO,-11.4089,-57.3488
3406,NOVO HORIZONTE DO OESTE,RONDONIA,-11.6961,-61.9951
3407,NOVO HORIZONTE DO SUL,MATO GROSSO DO SUL,-22.6693,-53.8601
3408,NOVO ITACOLOMI,PARANA,-23.7631,-51.5079
3409,NOVO JARDIM,TOCANTINS,-11.825999999999999,-46.6325
3410,NOVO LINO,ALAGOAS,-8.94191,-35.664
3411,NOVO MACHADO,RIO GRANDE DO SUL,-27.5765,-54.5036
3412,NOVO MUNDO,MATO GROSSO,-9.95616,-55.2029
3413,NOVO ORIENTE,CEARA,-5.525519999999999,-40.7713
3414,NOVO ORIENTE DE MINAS,MINAS GERAIS,-17.4089,-41.2194
3415,NOVO ORIENTE DO PIAUI,PIAUI,-6.4490099999999995,-41.9261
3416,NOVO PLANALTO,GOIAS,-13.2424,-49.506
3417,NOVO PROGRESSO,PARA,-7.14347,-55.3786
3418,NOVO REPARTIMENTO,PARA,-4.24749,-49.9499
3419,NOVO SANTO ANTONIO,PIAUI,-5.28749,-41.9325
3420,NOVO SANTO ANTONIO,MATO GROSSO,-12.2875,-50.9686
3421,NOVO SAO JOAQUIM,MATO GROSSO,-14.9054,-53.0194
3422,NOVO TIRADENTES,RIO GRANDE DO SUL,-27.5649,-53.1837
3423,NOVO TRIUNFO,BAHIA,-10.3182,-38.4014
3424,NOVO XINGU,RIO GRANDE DO SUL,-27.749000000000002,-53.0639
3425,NOVORIZONTE,MINAS GERAIS,-16.0162,-42.4044
3426,NUPORANGA,SAO PAULO,-20.7296,-47.7429
3427,OBIDOS,PARA,-1.90107,-55.5208
3428,OCARA,CEARA,-4.4852300000000005,-38.5933
3429,OCAUCU,SAO PAULO,-22.438000000000002,-49.922
3430,OEIRAS,PIAUI,-7.01915,-42.1283
3431,OEIRAS DO PARA,PARA,-2.00358,-49.8628
3432,OIAPOQUE,AMAPA,3.8407400000000003,-51.8331
3433,OLARIA,MINAS GERAIS,-21.8598,-43.9356
3434,OLEO,SAO PAULO,-22.9435,-49.3419
3435,OLHO D'AGUA,PARAIBA,-7.22118,-37.7406
3436,OLHO D'AGUA DAS CUNHAS,MARANHAO,-4.13417,-45.1163
3437,OLHO D'AGUA DAS FLORES,ALAGOAS,-9.53686,-37.2971
3438,OLHO D'AGUA DO CASADO,ALAGOAS,-9.50357,-37.8301
3439,OLHO D'AGUA DO PIAUI,PIAUI,-5.84125,-42.5594
3440,OLHO D'AGUA GRANDE,ALAGOAS,-10.0572,-36.8101
3441,OLHO-D'AGUA DO BORGES,RIO GRANDE DO NORTE,-5.9486,-37.7047
3442,OLHOS D'AGUA,MINAS GERAIS,-17.3982,-43.5719
3443,OLIMPIA,SAO PAULO,-20.7366,-48.9106
3444,OLIMPIO NORONHA,MINAS GERAIS,-22.0685,-45.2657
3445,OLINDA,PERNAMBUCO,-8.01017,-34.8545
3446,OLINDA NOVA DO MARANHAO,MARANHAO,-2.99295,-44.9897
3447,OLINDINA,BAHIA,-11.3497,-38.3379
3448,OLIVEDOS,PARAIBA,-6.9843399999999995,-36.241
3449,OLIVEIRA,MINAS GERAIS,-20.6982,-44.82899999999999
3450,OLIVEIRA DE FATIMA,TOCANTINS,-10.707,-48.9086
3451,OLIVEIRA DOS BREJINHOS,BAHIA,-12.3132,-42.8969
3452,OLIVEIRA FORTES,MINAS GERAIS,-21.3401,-43.4499
3453,OLIVENCA,ALAGOAS,-9.51954,-37.1954
3454,ONCA DE PITANGUI,MINAS GERAIS,-19.7276,-44.8058
3455,ONDA VERDE,SAO PAULO,-20.6042,-49.2929
3456,ORATORIOS,MINAS GERAIS,-20.4298,-42.7977
3457,ORIENTE,SAO PAULO,-22.1549,-50.0971
3458,ORINDIUVA,SAO PAULO,-20.1861,-49.3464
3459,ORIXIMINA,PARA,-1.7598900000000002,-55.8579
3460,ORIZANIA,MINAS GERAIS,-20.5142,-42.1991
3461,ORIZONA,GOIAS,-17.0334,-48.2964
3462,ORLANDIA,SAO PAULO,-20.7169,-47.8852
3463,ORLEANS,SANTA CATARINA,-28.3487,-49.2986
3464,OROBO,PERNAMBUCO,-7.7455300000000005,-35.5956
3465,OROCO,PERNAMBUCO,-8.61026,-39.6026
3466,OROS,CEARA,-6.2518199999999995,-38.9053
3467,ORTIGUEIRA,PARANA,-24.2058,-50.9185
3468,OSASCO,SAO PAULO,-23.5324,-46.7916
3469,OSCAR BRESSANE,SAO PAULO,-22.3149,-50.2811
3470,OSORIO,RIO GRANDE DO SUL,-29.8881,-50.2667
3471,OSVALDO CRUZ,SAO PAULO,-21.7968,-50.8793
3472,OTACILIO COSTA,SANTA CATARINA,-27.4789,-50.1231
3473,OUREM,PARA,-1.54168,-47.1126
3474,OURICANGAS,BAHIA,-12.0175,-38.6166
3475,OURICURI,PERNAMBUCO,-7.87918,-40.08
3476,OURILANDIA DO NORTE,PARA,-6.7529,-51.0858
3477,OURINHOS,SAO PAULO,-22.9797,-49.8697
3478,OURIZONA,PARANA,-23.4053,-52.1964
3479,OURO,SANTA CATARINA,-27.3379,-51.6194
3480,OURO BRANCO,MINAS GERAIS,-20.5263,-43.6962
3481,OURO BRANCO,RIO GRANDE DO NORTE,-6.6958,-36.9428
3482,OURO BRANCO,ALAGOAS,-9.15884,-37.3556
3483,OURO FINO,MINAS GERAIS,-22.2779,-46.3716
3484,OURO PRETO,MINAS GERAIS,-20.3796,-43.512
3485,OURO PRETO DO OESTE,RONDONIA,-10.7167,-62.2565
3486,OURO VELHO,PARAIBA,-7.616039999999999,-37.1519
3487,OURO VERDE,SANTA CATARINA,-26.691999999999997,-52.3108
3488,OURO VERDE,SAO PAULO,-21.4872,-51.7024
3489,OURO VERDE DE GOIAS,GOIAS,-16.2181,-49.1942
3490,OURO VERDE DE MINAS,MINAS GERAIS,-18.0719,-41.2734
3491,OURO VERDE DO OESTE,PARANA,-24.7933,-53.9043
3492,OUROESTE,SAO PAULO,-20.0061,-50.3768
3493,OUROLANDIA,BAHIA,-10.9578,-41.0756
3494,OUVIDOR,GOIAS,-18.2277,-47.8355
3495,PACAEMBU,SAO PAULO,-21.5627,-51.2654
3496,PACAJA,PARA,-3.8354199999999996,-50.6399
3497,PACAJUS,CEARA,-4.171069999999999,-38.465
3498,PACARAIMA,RORAIMA,4.4799,-61.1477
3499,PACATUBA,CEARA,-3.9784,-38.6183
3500,PACATUBA,SERGIPE,-10.4538,-36.6531
3501,PACO DO LUMIAR,MARANHAO,-2.51657,-44.1019
3502,PACOTI,CEARA,-4.22492,-38.922
3503,PACUJA,CEARA,-3.9832699999999996,-40.6989
3504,PADRE BERNARDO,GOIAS,-15.1605,-48.2833
3505,PADRE CARVALHO,MINAS GERAIS,-16.3646,-42.5088
3506,PADRE MARCOS,PIAUI,-7.3510100000000005,-40.8997
3507,PADRE PARAISO,MINAS GERAIS,-17.0758,-41.4821
3508,PAES LANDIM,PIAUI,-7.77375,-42.2474
3509,PAI PEDRO,MINAS GERAIS,-15.5271,-43.07
3510,PAIAL,SANTA CATARINA,-27.2541,-52.4975
3511,PAICANDU,PARANA,-23.4555,-52.04600000000001
3512,PAIM FILHO,RIO GRANDE DO SUL,-27.7075,-51.763000000000005
3513,PAINEIRAS,MINAS GERAIS,-18.8993,-45.5321
3514,PAINEL,SANTA CATARINA,-27.9234,-50.0972
3515,PAINS,MINAS GERAIS,-20.3705,-45.6627
3516,PAIVA,MINAS GERAIS,-21.2913,-43.4088
3517,PAJEU DO PIAUI,PIAUI,-7.85508,-42.8248
3518,PALESTINA,ALAGOAS,-9.67493,-37.339
3519,PALESTINA,SAO PAULO,-20.39,-49.4309
3520,PALESTINA DE GOIAS,GOIAS,-16.7392,-51.5309
3521,PALESTINA DO PARA,PARA,-5.74027,-48.3181
3522,PALHANO,CEARA,-4.73672,-37.9655
3523,PALHOCA,SANTA CATARINA,-27.6455,-48.6697
3524,PALMA,MINAS GERAIS,-21.3748,-42.3123
3525,PALMA SOLA,SANTA CATARINA,-26.3471,-53.2771
3526,PALMACIA,CEARA,-4.13831,-38.8446
3527,PALMARES,PERNAMBUCO,-8.68423,-35.589
3528,PALMARES DO SUL,RIO GRANDE DO SUL,-30.2535,-50.5103
3529,PALMARES PAULISTA,SAO PAULO,-21.0854,-48.8037
3530,PALMAS,PARANA,-26.4839,-51.9888
3531,PALMAS,TOCANTINS,-10.24,-48.3558
3532,PALMAS DE MONTE ALTO,BAHIA,-14.2676,-43.1609
3533,PALMEIRA,PARANA,-25.4257,-50.007
3534,PALMEIRA,SANTA CATARINA,-27.583000000000002,-50.1577
3535,PALMEIRA D'OESTE,SAO PAULO,-20.4148,-50.7632
3536,PALMEIRA DAS MISSOES,RIO GRANDE DO SUL,-27.9007,-53.3134
3537,PALMEIRA DO PIAUI,PIAUI,-8.73076,-44.2466
3538,PALMEIRA DOS INDIOS,ALAGOAS,-9.40568,-36.6328
3539,PALMEIRAIS,PIAUI,-5.97086,-43.056000000000004
3540,PALMEIRANDIA,MARANHAO,-2.64433,-44.8933
3541,PALMEIRANTE,TOCANTINS,-7.847860000000001,-47.9242
3542,PALMEIRAS,BAHIA,-12.5059,-41.5809
3543,PALMEIRAS DE GOIAS,GOIAS,-16.8044,-49.924
3544,PALMEIRAS DO TOCANTINS,TOCANTINS,-6.61658,-47.5464
3545,PALMEIRINA,PERNAMBUCO,-9.0109,-36.3242
3546,PALMEIROPOLIS,TOCANTINS,-13.0447,-48.4026
3547,PALMELO,GOIAS,-17.3258,-48.426
3548,PALMINOPOLIS,GOIAS,-16.7924,-50.1652
3549,PALMITAL,SAO PAULO,-22.7858,-50.218
3550,PALMITAL,PARANA,-24.8853,-52.2029
3551,PALMITINHO,RIO GRANDE DO SUL,-27.3596,-53.558
3552,PALMITOS,SANTA CATARINA,-27.0702,-53.1586
3553,PALMOPOLIS,MINAS GERAIS,-16.7364,-40.4296
